,fullid,AcID,Pop,momindex,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,,,,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,stom_cell1,stom_cell2,stom_cell3,stom_cell4,stom_cell5,stom_cell6,stom_cell7,stom_cell8,stom_cell9,stom_cell10,stom_cell11,stom_cell12,stom_cell13,stom_cell14,stom_cell15,stom_cell16,stom_cell17,stom_cell18,stom_cell19,stom_cell20,stom_cell21,stom_cell22,stom_cell23,stom_cell24,stom_cell25,stom_cell26,stom_cell27,stom_cell28,stom_cell29,stom_cell30,stom_cell31,stom_cell32,stom_cell33,stom_cell34,stom_cell35,stom_cell36,stom_cell37,stom_cell38,stom_cell39,stom_cell40,stom_cell41,stom_cell42,stom_cell43,stom_cell44,stom_cell45,stom_cell46,stom_cell47,stom_cell48,stom_cell49,stom_cell50,stom_cell51,stom_cell52,stom_cell53,stom_cell54,stom_cell55,stom_cell56,stom_cell57,stom_cell58,stom_cell59,stom_cell60,stom_cell61,mid_cell1,mid_cell2,mid_cell3,mid_cell4,mid_cell5,mid_cell6,mid_cell7,mid_cell8,mid_cell9,mid_cell10,mid_cell11,mid_cell12,mid_cell13,mid_cell14,mid_cell15,mid_cell16,mid_cell17,mid_cell18,mid_cell19,mid_cell20,mid_cell21,mid_cell22,mid_cell23,mid_cell24,mid_cell25,mid_cell26,mid_cell27,mid_cell28,mid_cell29,mid_cell30,mid_cell31,mid_cell32,mid_cell33,mid_cell34,mid_cell35,mid_cell36,mid_cell37,mid_cell38,mid_cell39,mid_cell40,mid_cell41,mid_cell42,mid_cell43,mid_cell44,mid_cell45,mid_cell46,mid_cell47,mid_cell48,mid_cell49,mid_cell50,mid_cell51,mid_cell52,mid_cell53,mid_cell54,mid_cell55,adj_cell1,adj_cell2,adj_cell3,adj_cell4,adj_cell5,adj_cell6,adj_cell7,adj_cell8,adj_cell9,adj_cell10,adj_cell11,adj_cell12,adj_cell13,adj_cell14,adj_cell15,adj_cell16,adj_cell17,adj_cell18,adj_cell19,adj_cell20,adj_cell21,adj_cell22,adj_cell23,adj_cell24,adj_cell25,adj_cell26,adj_cell27,adj_cell28,adj_cell29,adj_cell30,adj_cell31,adj_cell32,adj_cell33,adj_cell34,adj_cell35,adj_cell36,adj_cell37,adj_cell38,adj_cell39,adj_cell40,adj_cell41,adj_cell42,adj_cell43,adj_cell44,adj_cell45,adj_cell46,adj_cell47,adj_cell48,adj_cell49,adj_cell50,adj_cell51,adj_cell52,adj_cell53,adj_cell54,adj_cell55,adj_cell56,adj_cell57,adj_cell58,adj_cell59,adj_cell60,adj_cell61,adj_cell62,adj_cell63,adj_cell64,adj_cell65,adj_cell66,adj_cell67,adj_cell68,adj_cell69,adj_cell70,adj_cell71,adj_cell72,adj_cell73,adj_cell74,adj_cell75,adj_cell76,adj_cell77,adj_cell78,adj_cell79,adj_cell80,adj_cell81,adj_cell82,adj_cell83,adj_cell84,adj_cell85,adj_cell86,adj_cell87,adj_cell88,adj_cell89,adj_cell90,adj_cell91,adj_cell92,adj_cell93,adj_cell94,adj_cell95,adj_cell96,adj_cell97,adj_cell98,adj_cell99,adj_cell100,adj_cell101,adj_cell102,adj_cell103,adj_cell104,adj_cell105,adj_cell106,adj_cell107,adj_cell108,adj_cell109,adj_cell110,adj_cell111,adj_cell112,adj_cell113,adj_cell114,adj_cell115,adj_cell116,adj_cell117,adj_cell118,adj_cell119,adj_cell120,adj_cell121,adj_cell122,adj_cell123,adj_cell124,adj_cell125,adj_cell126,adj_cell127,adj_cell128,adj_cell129,adj_cell130,adj_cell131,adj_cell132,adj_cell133,adj_cell134,adj_cell135,adj_cell136,adj_cell137,adj_cell138,adj_cell139,adj_cell140,adj_cell141,adj_cell142,adj_cell143,adj_cell144,adj_cell145,adj_cell146,adj_cell147,adj_cell148,adj_cell149,adj_cell150,adj_cell151,adj_cell152,adj_cell153,adj_cell154,adj_cell155,adj_cell156,adj_cell157,adj_cell158,adj_cell159,adj_cell160,adj_cell161,adj_cell162,adj_cell163,adj_cell164,adj_cell165,adj_cell166,adj_cell167,adj_cell168,adj_cell169,adj_cell170,adj_cell171,adj_cell172,adj_cell173,adj_cell174,adj_cell175,adj_cell176,adj_cell177,adj_cell178,adj_cell179,adj_cell180
157,h_7,h-7,h,47,7,6.09,7,11.5,16,20.3,4.433333333,,,,7.4,11.5,17,23.5,5.366666667,4.9,28.387,25.533,33.753,28.122,20.932,34.411,32.984,21.979,39.905,41.865,35.572,35.841,42.799,25.533,22.364,34.411,32.691,39.717,25.238,31.56,34.13,25.025,22.364,35.602,21.979,34.13,30.14,33.338,31.254,29.819,31.56,34.13,24.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.208,212.597,178.081,269.835,342.299,323.242,196.973,267.032,158.866,229.756,148.534,192.522,NA,396.223,189.636,173.534,142.287,286.509,231.996,191.571,173.293,164.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.536,179.89,182.982,154.349,138.202,201.187,150.151,230.874,235.544,259.827,251.211,210.079,163.566,208.757,174.093,217.969,274.78,256.232,167.287,296.902,275.634,281.936,146.389,167.441,189.185,230.127,122.824,208.003,165.205,290.906,202.858,220.392,189.162,194.576,211.665,278.331,192.461,136.6,184.24,319.186,155.961,265.684,194.971,113.932,185.188,254.781,259.963,181.763,177.919,183.332,215.116,136.6,187.705,182.186,255.898,183.734,200.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,h_8,h-8,h,47,8,6.43,8.4,13.5,21,27.1,6.233333333,,,,9,15.7,22.5,30.6,7.2,6.716666667,25.025,35.209,27.931,22.124,22.364,19.505,17.544,32.296,23.392,20.52,19.062,20.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.029,65.136,120.957,67.648,89.48,77.609,87.047,115.728,181.663,152.075,128.73,100.888,107.085,73.099,131.782,93.613,107.085,77.541,65.854,80.886,92.152,142.084,165.366,73.158,136.091,111.351,135.01,105.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.256,101.047,98.345,82.08,158.226,137.621,90.655,86.455,89.48,129.483,118.646,111.351,79.433,157.413,128.862,99.458,92.395,100.92,190.064,142.894,99.458,122.816,111.265,90.643,74.919,131.652,118.43,97.032,99.458,185.724,156.542,110.126,143.878,124.303,73.158,86.455,101.732,77.706,68.962,84.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,h_9,h-9,h,47,9,5.92,1.8,5.3,10.8,17.1,5.1,,,,7,11.4,17.5,23.6,5.533333333,5.316666667,26.478,31.254,29.24,26.316,30.702,21.93,26.478,23.574,25.025,12.056,23.799,28.724,23.799,38.124,26.679,28.122,21.979,35.209,28.122,26.958,21.93,30.737,26.958,32.691,32.691,27.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.011,196.973,188.591,125.943,261.765,381.052,244.812,133.842,181.74,188.097,235.394,213.615,170.496,310.307,180.418,184.431,173.133,243.981,217.969,172.453,188.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.314,194.202,99.512,153.397,180.743,158.631,111.284,118.457,132.751,120.709,186.517,156.043,208.757,153.836,123.363,107.215,173.293,130.936,147.429,76.15,176.653,104.632,194.971,135.01,309.362,141.269,138.365,145.473,204.731,112.069,132.558,221.644,178.638,171.196,177.919,173.725,180.986,94.703,220.542,193.966,168.896,194.576,202.632,190.042,198.771,215.25,173.065,192.078,127.872,118.06,147.661,170.176,190.227,149.987,160.073,118.268,151.123,177.624,130.051,213.8,164.894,192.522,206.011,142.534,153.056,181.239,156.317,136.051,243.235,149.073,118.268,151.159,186.963,187.254,151.603,178.638,113.255,134.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,i_1,I-1,i,48,1,5.88,4.5,7.2,12.2,17,4.166666667,,,,7.6,13,19.2,27,6.466666667,5.316666667,45.416,39.582,42.423,42.799,33.626,36.812,32.461,42.624,42.799,39.501,41.04,39.582,38.264,35.118,30.737,27.816,43.86,41.351,38.04,27.778,43.957,33.657,33.657,36.666,37.274,38.124,42.498,54.624,48.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,292.123,249,259.827,188.959,232.033,199.024,256.665,239.061,340.191,223.302,243.222,229.267,224.138,293.601,248.181,169.042,256.599,294.673,260.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.165,162.307,175.445,301.226,209.146,226.651,201.192,202.648,159.899,243.815,289.492,256.786,235.924,177.63,240.638,117.05,251.003,210.064,118.502,265.784,271.355,254.003,277.431,206.658,335.717,186.081,196.826,245.27,174.093,269.898,233.781,188.251,194.065,211.988,146.928,236.119,235.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,i_10,I-10,i,48,10,5.96,5,8.4,12.6,18.3,4.433333333,,,,6.7,12,18.1,25.6,6.3,5.366666667,40.936,35.118,34.13,29.24,29.276,23.392,26.316,28.122,32.164,28.122,35.088,35.209,32.197,29.24,29.386,32.197,35.118,33.753,40.962,32.164,19.062,32.691,38.459,38.264,38.264,33.657,35.118,33.911,33.753,32.296,39.474,34.13,35.572,32.164,35.088,30.841,32.296,35.088,39.474,26.316,33.657,24.854,23.437,23.574,32.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.889,267.867,313.633,209.926,228.861,232.176,164.16,180.116,265.527,139.081,211.14,253.435,178.847,191.972,239.181,295.615,146.79,233.356,245.135,202.79,242.36,237.189,224.904,212.492,296.492,266.23,192.944,243.046,144.345,215.885,161.356,390.966,265.201,181.34,312.175,264.47,270.788,250.721,222.342,146.381,340.568,265.527,275.51,151.293,256.665,269.403,262.283,225.62,203.553,166.827,171.676,283.388,322.596,208.019,NA,126.147,275.975,170.652,151.603,228.987,225.947,324.169,234.944,190.738,199.881,221.244,178.458,152.159,223.918,210.709,184.419,181.763,200.484,165.366,233.488,161.144,202.014,199.881,190.261,280.1,266.226,174.859,246.14,278.331,118.646,120.319,190.62,130.781,155.308,175.591,149.237,131.976,168.643,187.705,117.869,110.436,100.101,287.503,170.496,256.449,153.954,318.465,190.513,187.824,112.725,175.176,157.257,182.608,237.994,198.023,239.311,221.244,139.38,157.962,176.991,132.558,227.432,159.899,138.897,150.932,165.308,274.052,174.369,216.028,202.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,i_12,I-12,i,48,12,5.75,3.1,6.4,9.6,12.2,3.033333333,,,,8.5,NA,16.9,18.3,3.266666667,3.15,33.657,24.854,30.702,23.574,30.14,35.361,26.478,26.356,33.626,23.799,22.696,29.386,26.679,35.841,29.24,27.931,22.124,27.312,19.885,22.316,21.979,28.122,29.276,22.124,32.296,32.461,22.696,30.841,31.56,30.14,27.778,29.24,26.478,29.567,27.816,31.013,26.958,23.574,27.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.101,269.898,171.359,242.223,207.304,136.749,124.964,169.042,193.651,259.366,130.642,189.162,223.033,158.003,205.85,336.337,145.172,196.565,260.497,258.011,181.663,278.531,283.388,185.044,251.381,247.806,120.319,236.268,276.783,271.241,216.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.273,196.174,288.546,131.976,234.288,125.943,94.125,136.036,216.971,162.34,149.474,162.603,159.464,151.293,239.837,181.157,148.246,156.767,196.255,183.122,108.542,142.564,236.146,164.68,203.474,174.859,216.774,243.679,253.873,171.676,190.866,150.932,203.106,221.239,170.496,153.418,121.662,237.855,139.265,155.143,136.248,257.812,152.391,109.649,182.28,214.429,190.334,183.455,212.034,219.25,188.591,173.133,127.73,174.59,108.67,237.994,168.103,149.581,176.997,155.961,148.534,177.63,150.932,108.67,180.542,168.44,113.037,192.194,193.916,166.981,168.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,i_13,I-13,i,48,13,5.88,3.6,7.3,11.6,16.6,4.333333333,,,,7,12,18.1,25.5,6.166666667,5.25,27.778,26.356,30.702,26.316,33.626,26.316,40.936,29.276,24.897,26.356,35.088,27.816,32.164,32.197,32.197,32.461,21.93,29.386,29.276,27.778,16.148,30.841,21.93,35.572,23.437,29.386,33.657,32.197,27.816,32.296,32.197,31.254,35.118,27.778,33.753,30.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.287,150.698,166.673,292.401,347.966,274.854,266.082,257.646,304.15,203.237,213.53,220.765,317.265,247.076,219.318,178.363,213.455,181.381,292.456,175.439,276.331,156.494,317.524,252.294,228.112,274.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.303,194.494,105.628,174.075,195.956,150.585,260.382,216.69,177.052,134.789,157.902,247.426,158.138,207.649,286.609,236.955,140.381,215.23,178.416,150.698,171.078,244.17,197.374,311.434,296.874,169.748,140.473,229.83,140.473,226.627,213.495,238.465,226.613,147.726,163.749,127.269,214.992,247.076,247.076,153.954,195.994,169.597,152.075,138.897,273.427,169.647,279.24,220.997,179.848,254.537,190.058,147.668,111.351,147.69,127.201,133.113,146.316,160.825,211.988,168.135,172.737,160.879,171.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,i_2,I-2,i,48,2,6.01,6,10.5,15.5,20.6,4.866666667,,,,13,19.6,26.1,34.2,7.066666667,5.966666667,26.153,26.878,29.13,30.527,23.799,28.387,26.478,29.567,32.461,20.932,17.786,26.679,27.739,26.679,27.312,28.122,34.751,29.603,24.982,22.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.369,157.468,223.033,216.32,200.82,210.628,279.943,314.514,174.81,189.01,170.946,242.602,165.592,104.632,106.735,163.115,99.286,115.608,90.182,160.852,154.259,118.457,139.38,163.115,220.198,112.459,133.746,153.891,147.168,116.41,163.873,141.481,207.092,133.65,218.781,168.491,237.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.7,195.803,197.504,228.375,115.275,178.746,92.937,183.362,180.157,167.485,106.735,117.915,152.846,101.427,200.031,166.314,139.633,204.647,162.465,151.822,145.216,186.963,122.109,86.936,186.963,188.37,174.516,156.726,141.178,135.556,188.285,181.91,102.652,135.808,175.225,126.755,162.406,122.432,161.462,219.945,218.835,175.548,148.231,221.615,217.006,190.452,200.82,263.811,238.645,135.619,151.822,159.082,133.362,125.595,236.25,135.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,i_3,I-3,i,48,3,5.84,7.5,10.1,14.5,19.5,4,,,,4.5,8.8,13.7,19.5,5,4.5,32.296,29.24,21.93,21.979,24.897,23.437,21.93,23.437,27.778,27.778,26.478,25.238,25.025,20.676,27.778,23.799,30.841,26.679,31.254,20.52,21.93,24.897,23.392,19.062,25.906,23.799,23.392,30.702,35.361,24.897,23.392,25.025,27.778,26.356,27.778,32.296,30.702,21.93,29.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.895,160.819,188.596,165.263,190.058,150.613,135.973,198.916,169.616,103.894,165.211,141.933,152.11,125.765,138.897,135.973,147.69,211.988,187.135,200.298,121.345,176.901,185.696,166.667,169.591,127.269,130.519,229.532,182.772,163.977,131.587,143.275,185.696,125.807,128.688,200.378,68.729,73.333,169.616,172.539,182.754,134.511,150.585,130.322,111.351,166.827,181.31,182.772,172.539,168.357,158.003,NA,NA,NA,NA,154.978,144.921,144.803,168.129,193.182,149.302,141.843,121.424,111.121,147.726,141.881,210.608,115.506,190.109,212.069,92.152,149.13,187.14,169.616,131.611,137.458,144.766,179.825,143.275,196.103,133.041,166.673,105.263,195.928,102.506,171.153,176.997,121.354,165.263,118.43,97.997,125.765,147.69,114.073,176.925,122.807,122.816,127.327,133.073,109.688,137.621,140.541,159.464,137.427,118.457,184.211,97.964,147.777,106.725,117.105,152.222,122.816,119.963,128.73,169.691,168.135,131.611,119.892,203.264,166.673,178.369,137.458,156.44,160.925,84.909,130.117,157.922,146.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,i_4,I-4,i,48,4,5.88,5.2,14.5,20.3,26,6.933333333,,,,9,13.5,19,25.5,5.5,6.216666667,32.296,25.025,35.209,25.025,26.356,44.078,33.911,27.816,24.897,17.605,23.574,30.841,29.386,27.778,38.012,30.841,32.296,35.361,24.854,34.411,36.812,21.979,35.118,31.013,39.717,28.122,32.461,35.088,25.906,38.124,21.93,30.737,29.24,31.254,36.666,23.799,32.164,20.932,24.897,20.932,37.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.975,47.148,192.461,188.415,233.012,352.348,245.008,385.07,295.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.535,346.664,260.948,145.473,262.397,295.036,343.9,245.414,219.25,285.462,379.672,330.377,247.426,246.262,199.603,257.198,264.07,247.525,230.202,210.714,192.078,211.099,228.744,261.156,343.48,317.82,214.055,248.323,199.737,171.558,173.133,194.889,206.182,266.395,163.958,166.468,306.111,191.157,161.243,153.954,214.295,208.916,272.044,207.633,236.54,287.421,254.289,184.68,297.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
